"","Source","Target","Weight","Country"
"599","ARG_text216","monitoring",1,"Argentina"
"600","ARG_text217","reading_comprehension",1,"Argentina"
"601","ARG_text217","science",28,"Argentina"
"602","ARG_text217","speaking",23,"Argentina"
"603","ARG_text217","active_learning",1,"Argentina"
"604","ARG_text217","learning_strategy",2,"Argentina"
"605","ARG_text217","monitoring",1,"Argentina"
"606","ARG_text218","reading_comprehension",1,"Argentina"
"607","ARG_text218","science",32,"Argentina"
"608","ARG_text218","speaking",31,"Argentina"
"609","ARG_text218","active_learning",1,"Argentina"
"610","ARG_text218","monitoring",1,"Argentina"
"611","ARG_text219","active_listening",3,"Argentina"
"612","ARG_text219","science",7,"Argentina"
"613","ARG_text219","active_learning",1,"Argentina"
"614","ARG_text219","critical_thinking",2,"Argentina"
"615","ARG_text220","active_listening",2,"Argentina"
"616","ARG_text220","science",17,"Argentina"
"617","ARG_text220","active_learning",2,"Argentina"
"618","ARG_text220","critical_thinking",3,"Argentina"
"619","ARG_text221","science",7,"Argentina"
"620","ARG_text221","speaking",2,"Argentina"
"621","ARG_text221","active_learning",1,"Argentina"
"622","ARG_text221","critical_thinking",2,"Argentina"
"623","ARG_text221","learning_strategy",2,"Argentina"
"624","ARG_text222","active_listening",1,"Argentina"
"625","ARG_text222","reading_comprehension",1,"Argentina"
"626","ARG_text222","science",38,"Argentina"
"627","ARG_text222","speaking",4,"Argentina"
"628","ARG_text222","writing",4,"Argentina"
"629","ARG_text222","critical_thinking",1,"Argentina"
"630","ARG_text222","learning_strategy",3,"Argentina"
"631","ARG_text222","monitoring",1,"Argentina"
"632","ARG_text223","active_listening",3,"Argentina"
"633","ARG_text223","science",48,"Argentina"
"634","ARG_text223","speaking",2,"Argentina"
"635","ARG_text224","active_listening",1,"Argentina"
"636","ARG_text224","science",18,"Argentina"
"637","ARG_text224","learning_strategy",1,"Argentina"
"638","ARG_text225","reading_comprehension",2,"Argentina"
"639","ARG_text225","science",11,"Argentina"
"640","ARG_text225","learning_strategy",15,"Argentina"
"641","ARG_text225","monitoring",1,"Argentina"
"642","ARG_text226","active_listening",1,"Argentina"
"643","ARG_text226","reading_comprehension",2,"Argentina"
"644","ARG_text226","science",45,"Argentina"
"645","ARG_text226","speaking",22,"Argentina"
"646","ARG_text226","active_learning",1,"Argentina"
"647","ARG_text226","critical_thinking",1,"Argentina"
"648","ARG_text226","monitoring",2,"Argentina"
"649","ARG_text227","science",7,"Argentina"
"650","ARG_text227","critical_thinking",1,"Argentina"
"651","ARG_text228","active_listening",1,"Argentina"
"652","ARG_text228","science",7,"Argentina"
"653","ARG_text229","active_listening",2,"Argentina"
"654","ARG_text229","science",6,"Argentina"
"655","ARG_text229","speaking",2,"Argentina"
"656","ARG_text229","active_learning",2,"Argentina"
"657","ARG_text229","critical_thinking",2,"Argentina"
"658","ARG_text229","learning_strategy",2,"Argentina"
"659","ARG_text230","active_listening",4,"Argentina"
"660","ARG_text230","science",8,"Argentina"
"661","ARG_text230","writing",1,"Argentina"
"662","ARG_text231","science",5,"Argentina"
"663","ARG_text231","speaking",2,"Argentina"
"664","ARG_text231","writing",1,"Argentina"
"665","ARG_text232","active_learning",1,"Argentina"
"666","ARG_text232","learning_strategy",18,"Argentina"
"667","ARG_text233","active_listening",1,"Argentina"
"668","ARG_text233","science",8,"Argentina"
"669","ARG_text233","active_learning",1,"Argentina"
"670","ARG_text233","learning_strategy",1,"Argentina"
"671","ARG_text233","monitoring",1,"Argentina"
"672","ARG_text234","science",34,"Argentina"
"673","ARG_text235","science",101,"Argentina"
"674","ARG_text235","speaking",3,"Argentina"
"675","ARG_text235","writing",1,"Argentina"
"676","ARG_text235","learning_strategy",1,"Argentina"
"677","ARG_text235","monitoring",1,"Argentina"
"678","ARG_text236","active_listening",1,"Argentina"
"679","ARG_text236","science",87,"Argentina"
"680","ARG_text236","speaking",3,"Argentina"
"681","ARG_text236","writing",1,"Argentina"
"682","ARG_text236","learning_strategy",1,"Argentina"
"683","ARG_text237","science",74,"Argentina"
"684","ARG_text237","speaking",1,"Argentina"
"685","ARG_text237","active_learning",1,"Argentina"
"686","ARG_text237","learning_strategy",3,"Argentina"
"687","ARG_text237","monitoring",1,"Argentina"
"688","ARG_text238","science",23,"Argentina"
"689","ARG_text238","speaking",2,"Argentina"
"690","ARG_text238","writing",2,"Argentina"
"691","ARG_text238","critical_thinking",1,"Argentina"
"692","ARG_text238","learning_strategy",2,"Argentina"
"693","ARG_text238","monitoring",3,"Argentina"
"694","ARG_text239","reading_comprehension",2,"Argentina"
"695","ARG_text239","science",32,"Argentina"
"696","ARG_text239","speaking",2,"Argentina"
"697","ARG_text239","writing",1,"Argentina"
"698","ARG_text239","learning_strategy",3,"Argentina"
"699","ARG_text239","monitoring",3,"Argentina"
"700","ARG_text240","reading_comprehension",4,"Argentina"
"701","ARG_text240","science",15,"Argentina"
"702","ARG_text240","active_learning",1,"Argentina"
"703","ARG_text240","critical_thinking",1,"Argentina"
"704","ARG_text240","learning_strategy",1,"Argentina"
"705","ARG_text241","reading_comprehension",1,"Argentina"
"706","ARG_text241","speaking",1,"Argentina"
"707","ARG_text241","active_learning",2,"Argentina"
"708","ARG_text241","learning_strategy",1,"Argentina"
"709","ARG_text242","reading_comprehension",1,"Argentina"
"710","ARG_text242","science",7,"Argentina"
"711","ARG_text242","speaking",6,"Argentina"
"712","ARG_text242","active_learning",2,"Argentina"
"713","ARG_text242","learning_strategy",6,"Argentina"
"714","ARG_text243","reading_comprehension",2,"Argentina"
"715","ARG_text243","science",5,"Argentina"
"716","ARG_text243","critical_thinking",1,"Argentina"
"717","ARG_text243","learning_strategy",3,"Argentina"
"718","ARG_text244","reading_comprehension",2,"Argentina"
"719","ARG_text244","science",10,"Argentina"
"720","ARG_text244","critical_thinking",1,"Argentina"
"721","ARG_text244","learning_strategy",8,"Argentina"
"722","ARG_text244","monitoring",1,"Argentina"
"723","ARG_text245","active_listening",1,"Argentina"
"724","ARG_text245","reading_comprehension",1,"Argentina"
"725","ARG_text245","science",2,"Argentina"
"726","ARG_text245","speaking",1,"Argentina"
"727","ARG_text245","writing",1,"Argentina"
"728","ARG_text245","active_learning",1,"Argentina"
"729","ARG_text245","learning_strategy",2,"Argentina"
"730","ARG_text246","reading_comprehension",1,"Argentina"
"731","ARG_text246","science",12,"Argentina"
"732","ARG_text246","speaking",5,"Argentina"
"733","ARG_text246","active_learning",3,"Argentina"
"734","ARG_text246","critical_thinking",1,"Argentina"
"735","ARG_text246","learning_strategy",7,"Argentina"
"736","ARG_text246","monitoring",1,"Argentina"
"737","ARG_text247","active_listening",1,"Argentina"
"738","ARG_text247","reading_comprehension",1,"Argentina"
"739","ARG_text247","science",13,"Argentina"
"740","ARG_text247","learning_strategy",2,"Argentina"
"741","ARG_text248","reading_comprehension",1,"Argentina"
"742","ARG_text248","science",19,"Argentina"
"743","ARG_text248","learning_strategy",5,"Argentina"
"744","ARG_text248","monitoring",1,"Argentina"
"745","ARG_text249","reading_comprehension",1,"Argentina"
"746","ARG_text249","science",15,"Argentina"
"747","ARG_text249","active_learning",1,"Argentina"
"748","ARG_text249","critical_thinking",1,"Argentina"
"749","ARG_text249","learning_strategy",3,"Argentina"
"750","ARG_text250","reading_comprehension",1,"Argentina"
"751","ARG_text250","science",11,"Argentina"
"752","ARG_text250","speaking",1,"Argentina"
"753","ARG_text251","science",19,"Argentina"
"754","ARG_text251","critical_thinking",1,"Argentina"
"755","ARG_text252","science",7,"Argentina"
"756","ARG_text252","critical_thinking",1,"Argentina"
"757","ARG_text253","reading_comprehension",1,"Argentina"
"758","ARG_text253","science",2,"Argentina"
"759","ARG_text253","writing",1,"Argentina"
"760","ARG_text254","science",2,"Argentina"
"761","ARG_text254","learning_strategy",8,"Argentina"
"762","ARG_text255","mathematics",10,"Argentina"
"763","ARG_text255","science",11,"Argentina"
"764","ARG_text255","learning_strategy",1,"Argentina"
"765","ARG_text256","science",4,"Argentina"
"766","ARG_text256","monitoring",1,"Argentina"
"767","ARG_text257","science",23,"Argentina"
"768","ARG_text257","critical_thinking",1,"Argentina"
"769","ARG_text258","science",23,"Argentina"
"770","ARG_text260","active_listening",1,"Argentina"
"771","ARG_text260","science",9,"Argentina"
"772","ARG_text261","science",9,"Argentina"
"773","ARG_text261","monitoring",1,"Argentina"
"774","ARG_text262","active_listening",1,"Argentina"
"775","ARG_text262","science",10,"Argentina"
"776","ARG_text262","speaking",10,"Argentina"
"777","ARG_text262","learning_strategy",20,"Argentina"
"778","ARG_text263","active_listening",1,"Argentina"
"779","ARG_text263","science",10,"Argentina"
"780","ARG_text263","speaking",10,"Argentina"
"781","ARG_text263","learning_strategy",20,"Argentina"
"782","ARG_text265","active_listening",1,"Argentina"
"783","ARG_text266","reading_comprehension",1,"Argentina"
"784","ARG_text266","science",17,"Argentina"
"785","ARG_text266","speaking",2,"Argentina"
"786","ARG_text266","learning_strategy",3,"Argentina"
"787","ARG_text267","reading_comprehension",2,"Argentina"
"788","ARG_text267","science",32,"Argentina"
"789","ARG_text267","speaking",2,"Argentina"
"790","ARG_text267","writing",2,"Argentina"
"791","ARG_text267","monitoring",2,"Argentina"
"792","ARG_text268","active_listening",1,"Argentina"
"793","ARG_text268","reading_comprehension",2,"Argentina"
"794","ARG_text268","science",26,"Argentina"
"795","ARG_text268","speaking",1,"Argentina"
"796","ARG_text268","writing",2,"Argentina"
"797","ARG_text268","monitoring",2,"Argentina"
"798","ARG_text269","reading_comprehension",2,"Argentina"
"799","ARG_text269","science",27,"Argentina"
"800","ARG_text269","speaking",1,"Argentina"
"801","ARG_text270","science",2,"Argentina"
"802","ARG_text271","science",5,"Argentina"
"803","ARG_text272","speaking",1,"Argentina"
"804","ARG_text273","active_listening",1,"Argentina"
"805","ARG_text275","science",6,"Argentina"
"806","ARG_text276","science",13,"Argentina"
"807","ARG_text277","monitoring",1,"Argentina"
"808","ARG_text278","science",1,"Argentina"
"809","ARG_text278","critical_thinking",1,"Argentina"
"810","ARG_text280","science",5,"Argentina"
"811","ARG_text282","science",3,"Argentina"
"812","ARG_text282","speaking",1,"Argentina"
"813","ARG_text282","writing",1,"Argentina"
"814","ARG_text282","learning_strategy",2,"Argentina"
"815","ARG_text283","science",5,"Argentina"
"816","ARG_text283","learning_strategy",1,"Argentina"
"817","ARG_text284","science",3,"Argentina"
"818","ARG_text284","speaking",1,"Argentina"
"819","ARG_text284","writing",1,"Argentina"
"820","ARG_text284","learning_strategy",2,"Argentina"
"821","ARG_text285","active_listening",1,"Argentina"
"822","ARG_text285","science",5,"Argentina"
"823","ARG_text285","speaking",1,"Argentina"
"824","ARG_text285","active_learning",1,"Argentina"
"825","ARG_text285","learning_strategy",3,"Argentina"
"826","ARG_text286","reading_comprehension",4,"Argentina"
"827","ARG_text286","science",21,"Argentina"
"828","ARG_text286","speaking",5,"Argentina"
"829","ARG_text286","critical_thinking",1,"Argentina"
"830","ARG_text286","learning_strategy",1,"Argentina"
"831","ARG_text287","active_listening",2,"Argentina"
"832","ARG_text287","reading_comprehension",4,"Argentina"
"833","ARG_text287","science",17,"Argentina"
"834","ARG_text287","speaking",6,"Argentina"
"835","ARG_text287","active_learning",3,"Argentina"
"836","ARG_text287","learning_strategy",1,"Argentina"
"837","ARG_text288","active_listening",4,"Argentina"
"838","ARG_text288","reading_comprehension",4,"Argentina"
"839","ARG_text288","science",7,"Argentina"
"840","ARG_text288","speaking",4,"Argentina"
"841","ARG_text289","active_listening",1,"Argentina"
"842","ARG_text289","reading_comprehension",4,"Argentina"
"843","ARG_text289","science",14,"Argentina"
"844","ARG_text289","speaking",5,"Argentina"
"845","ARG_text289","writing",1,"Argentina"
"846","ARG_text289","active_learning",2,"Argentina"
"847","ARG_text290","active_listening",2,"Argentina"
"848","ARG_text290","reading_comprehension",4,"Argentina"
"849","ARG_text290","science",7,"Argentina"
"850","ARG_text290","speaking",4,"Argentina"
"851","ARG_text290","active_learning",3,"Argentina"
"852","ARG_text290","monitoring",2,"Argentina"
"853","ARG_text291","reading_comprehension",4,"Argentina"
"854","ARG_text291","science",1,"Argentina"
"855","ARG_text291","speaking",1,"Argentina"
"856","ARG_text291","writing",1,"Argentina"
"857","ARG_text291","active_learning",1,"Argentina"
"858","ARG_text292","active_listening",7,"Argentina"
"859","ARG_text292","reading_comprehension",4,"Argentina"
"860","ARG_text292","science",10,"Argentina"
"861","ARG_text292","speaking",7,"Argentina"
"862","ARG_text292","critical_thinking",2,"Argentina"
"863","ARG_text293","reading_comprehension",4,"Argentina"
"864","ARG_text293","science",4,"Argentina"
"865","ARG_text293","speaking",4,"Argentina"
"866","ARG_text294","reading_comprehension",4,"Argentina"
"867","ARG_text294","science",8,"Argentina"
"868","ARG_text294","speaking",4,"Argentina"
"869","ARG_text295","reading_comprehension",4,"Argentina"
"870","ARG_text295","science",6,"Argentina"
"871","ARG_text295","speaking",4,"Argentina"
"872","ARG_text296","reading_comprehension",4,"Argentina"
"873","ARG_text296","science",8,"Argentina"
"874","ARG_text296","speaking",4,"Argentina"
"875","ARG_text296","active_learning",1,"Argentina"
"876","ARG_text296","learning_strategy",1,"Argentina"
"877","ARG_text297","science",9,"Argentina"
"878","ARG_text297","learning_strategy",1,"Argentina"
"879","ARG_text298","science",14,"Argentina"
"880","ARG_text299","science",7,"Argentina"
"881","ARG_text300","science",6,"Argentina"
"882","ARG_text301","science",4,"Argentina"
"883","ARG_text302","science",5,"Argentina"
"884","ARG_text303","active_listening",1,"Argentina"
"885","ARG_text303","science",1,"Argentina"
"886","ARG_text304","science",10,"Argentina"
"887","ARG_text304","monitoring",1,"Argentina"
"888","ARG_text305","science",3,"Argentina"
"889","ARG_text306","mathematics",1,"Argentina"
"890","ARG_text306","science",28,"Argentina"
"891","ARG_text306","speaking",1,"Argentina"
"892","ARG_text306","active_learning",3,"Argentina"
"893","ARG_text306","critical_thinking",1,"Argentina"
"894","ARG_text306","learning_strategy",8,"Argentina"
"895","ARG_text307","science",6,"Argentina"
"896","ARG_text308","active_listening",1,"Argentina"
"897","ARG_text308","mathematics",4,"Argentina"
"898","ARG_text308","science",6,"Argentina"
"899","ARG_text308","speaking",1,"Argentina"
"900","ARG_text309","science",16,"Argentina"
"901","ARG_text309","active_learning",4,"Argentina"
"902","ARG_text309","learning_strategy",2,"Argentina"
"903","ARG_text310","science",12,"Argentina"
"904","ARG_text310","speaking",1,"Argentina"
"905","ARG_text310","learning_strategy",1,"Argentina"
"906","ARG_text311","science",13,"Argentina"
"907","ARG_text312","science",15,"Argentina"
"908","ARG_text313","active_listening",1,"Argentina"
"909","ARG_text313","science",17,"Argentina"
"910","ARG_text313","speaking",1,"Argentina"
"911","ARG_text313","writing",1,"Argentina"
"912","ARG_text313","active_learning",2,"Argentina"
"913","ARG_text313","learning_strategy",1,"Argentina"
"914","ARG_text314","science",9,"Argentina"
"915","ARG_text314","critical_thinking",1,"Argentina"
"916","ARG_text314","monitoring",1,"Argentina"
"917","ARG_text315","active_listening",3,"Argentina"
"918","ARG_text315","mathematics",10,"Argentina"
"919","ARG_text315","science",6,"Argentina"
"920","ARG_text315","speaking",1,"Argentina"
"921","ARG_text315","writing",3,"Argentina"
"922","ARG_text315","learning_strategy",1,"Argentina"
"923","ARG_text316","science",16,"Argentina"
"924","ARG_text316","speaking",1,"Argentina"
"925","ARG_text316","writing",1,"Argentina"
"926","ARG_text316","active_learning",2,"Argentina"
